name,setTime,star,content
li kevin,1 天前,5,很讚，但請帶走自己的垃圾，不要亂丟煙蒂、塑膠進海裡，也不要撿走珊瑚礁，以上兩個舉動都會被罰款
林哌哌,3 天前,4,天氣真不好
CHI YUAN,4 週前,5,
詹志松,1 個月前,4,
