name,setTime,star,content
Sidney Tan,1 年前,5,
蔡一張,2 年前,5,
吳曉莉,3 年前,2,
白Robert,4 年前,4,很棒很美的地方
junglelay,4 年前,5,清涼消暑的地方。
Ken Ho,4 年前,5,美麗原始，適合春秋之季前往
陳泰延,5 年前,5,溪水清涼平淺，適合夏日消暑。
Frank SHIEH,6 年前,4,水量充沛，水質清澈，又有充分的遮蔭，是個可親的好瀑布。
