name,setTime,star,content
Liu Sean,2 週前,5,還蠻帥的
陳書麒,1 個月前,5,"未來巨象的位置在興達港的旁邊，隔壁有間頤夫咖啡
有海鮮火鍋"
最愛慧邦,1 個月前,4,
Spgod Sun,2 個月前,5,
toujou ri,1 年前,5,未來巨象。
