name,setTime,star,content
Salina W,1 週前,5,很好的DIY體驗，小朋友自己亦能製作。過來之前最好上網看看DIY時間。
王小民,1 週前,4,炎炎夏日想待室內或雨天備案，作為休憩的中途景點非常適合，不得不說，這家老闆很會做生意，手作DIY項目很多元，種類可滿足不同愛好，針對國小生年紀可獨立完成的作品，簡單就能滿足成就感。硬要挑剔的話，手作項目需配合時間前來，項目對應開放時間，再來就是價格偏貴，本身售價值不值得因人而異，遊客要有心理準備
cheong jackie,1 週前,5,紙風機的飛行器很酷，好玩噢
WA wa,1 週前,5,工作人員很熱情，尤其是教飛機的哥，很有耐性，講解清晰。
mak tiffany,2 週前,5,很好的親子活動，值得一來
羅右筑,2 週前,5,育教娛樂的休閒活動，店內的人都很和善熱心指導我們，活動內容簡易好上手，是個非常值得來一趟的好地方。非常推薦有家庭的孩子來😄😄
楊婉伶,2 週前,5,男孩手作的最佳選擇～大推 大風吹紙飛機手作👍👍 …
陳淑紋,2 週前,5,有意思的手作與科學！
Queena Chen,2 週前,5,DIY蠻好玩，咖啡不錯喝
徐筱盈,2 週前,5,手作項目多樣，小孩玩得開心！
Wei-hsin Chen,2 週前,5,非常值得！
陳佑佩,2 週前,5,老師講解的很仔細，可惜時間來不及做天氣瓶，小孩做了噴砂杯跟推進紙飛機都很開心！
Wednesday ka,2 週前,5,解說詳細，DIY有趣，還會再來
張宥珍,2 週前,5,好玩，適合親子手作。
鍾宏昇,2 週前,5,很棒的體驗，雖然做的有點失敗
chien ju Lin,2 週前,5,"超有趣的親子手作餐廳
指導人員親切又有耐心"
Sport Dollar,2 週前,5,紙飛機推進器手作超好玩
Weiting Chiu,2 週前,5,大風吹好好玩
李錫和,2 週前,5,好玩的手作～
鄭永晟,2 週前,5,手作好好玩
王絜兒,2 週前,5,手作好好玩
戴雅雯,2 週前,5,製作紙飛機推進器，小孩很開心，環境舒服
陳浡訓,2 週前,5,好玩
簡玥明,2 週前,1,服務人員態度很差
TC Hsiao,2 週前,5,寓教娛樂的親子好地方
Liu Tiffany,2 週前,5,十分有趣且有教育意義的親子活動。
Sincere Chen,2 週前,5,"非常適合帶小孩來進行親子手作👍👍👍老師很有耐性, 講解地很仔細☺️大推⭐️ …"
Esther Wu,2 週前,5,很棒
trini wu,2 週前,5,講解很清楚，非常有趣！
lin韋,2 週前,5,老師講解很有趣，天氣瓶很漂亮，
黃恩麗,3 週前,5,"工作人員認真講解，隨時來看看需要。
可以挑選的圖案很多大約100分鐘
自己一人獨處操作也很適合，部用去跟其他人或是團體的擠來擠去"
Angel Tsang,3 週前,5,
劉國軒,3 週前,5,
張閔淳,3 週前,5,"親子體驗的好地方而且很好停車！！！
如果要參加手作的話，一定要先預約！
避免想要的時候間額滿！！"
Ivan Hua,3 週前,5,"空間舒適，停車方便
服務人員親切
有機會再帶小朋友來體驗其它手作產品"
Feng Fan,3 週前,5,"親子體驗的好地方而且很好停車！！！
如果要參加手作的話，一定要先預約！
避免想要的時候間額滿！！"
鄭順志,3 週前,5,
嘉,3 週前,5,DIY很好玩小孩玩的很開心，門口有鞦韆，店裡有木頭玩具跟小遊戲區，我們是星期日4點半才入場準備做，有點來不及完成，但老闆跟店員很親切也會幫忙，大力推薦用心的好店家，口袋名單已久，很開心終於來玩了！
race G,3 週前,1,"餐點份量少，口感普通
DIY人數不多，硬是要四人擠一桌，而且還有小朋友一直咳嗽，要求分散分桌坐，工作人員卻說坐旁邊桌難以照顧到，很傻眼的說法😓"
蔡宜君,3 週前,5,老師很專業，講解清楚，空間很舒適。
Yuying Li,3 週前,5,很棒的一個手作教室，教學清楚，價格合理，可以學到很多理論。工作人員都非常有耐心。可以再來玩。
呂宜庭,3 週前,5,讓孩子動手做，很好玩的好地方
sooi lin,3 週前,5,紙飛機推進器、集光瓶、噴砂杯 很有趣的景點
馬肯,3 週前,5,非常有意義的手作活動（紙飛機推進器），結合科學小實驗。老師講解的很好很棒👍 …
Bonbon Rose,3 週前,5,好玩有趣的童年回憶 紙飛機😍下次還要來嘗試噴砂！ …
黃思博,3 週前,5,"親子體驗的好地方，也很好停車

建議要來參加手作，一定要先預約

這裡的手作課程很仔細，會一步一步教

動力飛機發射器，從基礎就會慢慢的帶

也會教導紙飛機 怎麼飛會更好"
"weijane, Ricky wang",4 週前,5,飛機好玩
May Lai,4 週前,5,"講解很清晰 很有耐性 很好玩
環境很乾淨"
Christy Hsieh,1 個月前,5,製作天氣瓶，過程有趣，老師講解清楚，成品很漂亮，推薦這個寓教於樂的手作行程。
Carie Ma,1 個月前,5,好靚嘅手信。'1
Sze Wing Yu,1 個月前,5,很好玩
Ivan Liu,1 個月前,5,很棒，diy工作人員說明很清楚
Kuma Hsieh,1 個月前,5,噴砂DIY 大推！手作館提供很多現成素材，方便設計；挑選及排版過程很花時間也很燒腦。完成後，館內還有提供拍照專區。店員很認真、詳細的說明及教學。
洪志龍,1 個月前,5,紙飛機推進器diy好玩，餐點也好吃，下次在來做天氣瓶
Miss Li,1 個月前,5,做了三個手作，紙飛機推進器，集光瓶和噴砂冰杯，全部都好好玩！非常推薦！
Benedict Lee,1 個月前,5,親切，有耐性地教導小朋友做不同的手工。可以逗留很久的好地方。
TY Kuo,1 個月前,5,
Jiahui Lee,1 個月前,5,很適合親子一起來的手做館
李謹妍,1 個月前,5,"大小朋友手作噴砂玻璃杯
自己做的永遠勝過買的
小朋友的創意是孩提時期最棒的回憶👍 …"
Hugo Huang,1 個月前,5,好玩
Tobe So,1 個月前,5,員工友善，教導詳細
Milly,1 個月前,5,紙飛機發射器小孩非常喜歡，有老師帶著做非常好👍🏻 …
kwok ho lee,1 個月前,5,員工友善詳細教導👍🏻
Huang ChiChi,1 個月前,4,"今天一早帶著小朋友去期待已久的diy手作，說明手作的黑衣服綁馬尾的小姐像例行公事般快速說明，我們做集光瓶，一開始教學直接叫小朋友貼貼紙，沒有教如何避免氣泡的貼法，貼好出現氣泡，我們發出詢問，有氣泡怎麼辦？小姐說：「喔，那就沒辦法喔！」絲毫沒有想要協助，我們花了總共800元，買到一個破壞一整天好心情。態度不敢恭維，我們是去做紀念品，買回憶，我們詢問當下的態度都是友善的。
越做越覺得那個氣泡很醜，越來越破壞心情，決定去櫃檯跟男生老闆（不確定是不是老闆）尋求協助，結果老闆兩三下就幫我們把氣泡消滅。

開店不容易，不想因為一位店員給一顆星，店裡的手作都很特別，老闆和其他穿藍色衣服的店員都很nice，佈置也很漂亮，每一位想去手作diy 的小孩都是充滿期待，希望有好看完美的作品的，希望不要有人再有這樣的體驗。

感謝老闆救回小孩的作品，如果一開始就找您幫忙，貼紙就不會被我們想壓出氣泡而摳得醜醜的了。"
陳軍錩,1 個月前,5,很好玩的
李姿燕,1 個月前,5,有趣好玩
weng yuesyuan,1 個月前,5,手作活動體驗豐富，工作人員講解認真！
朱小遉,1 個月前,5,親子好去處，手作商品工作人員有耐心！餐點好吃（鬆餅酥脆）
Ti Jung Lin,1 個月前,5,還不錯的手作商店！
陳振翔,1 個月前,5,值得一遊
Irene Hsu,1 個月前,5,超讚手作館！
Li Elsa,1 個月前,5,好玩，下次會再來
littleQ Lin,1 個月前,5,很好玩！
TzuChuan,1 個月前,3,"手作diy普通，對大人來說可能有點無聊。
店員大部份態度很好，唯獨一個眼睛小小的女店員，講話口氣很讓人不爽，而且表情都是這樣—＿—"
Sandy Liu,1 個月前,5,
張智鑫,1 個月前,5,好玩的DIY
張煙瀧,1 個月前,5,育教娛樂的好地方
陳南宏,1 個月前,5,
HONG LAM,1 個月前,5,享受的地方
tsz megumi lee,1 個月前,5,非常好嘅體驗、小朋友好鍾意.哥哥講解好有耐心
Giann Lee,1 個月前,5,非常好享受、直得叫小朋友
Hong Lam,1 個月前,5,一個很用心經營的宜蘭親子景點-大風吹手作館，大風吹手作館提供結合自然科學的DIY，而且每一種都相當實用性，天氣瓶、集光瓶、噴砂玻璃杯、紙飛機推進器，真的非常合適小孩玩！
簡靖宜,1 個月前,5,服務很好
簡靖潔,1 個月前,5,很厲害 很好玩
鄭Cathy,1 個月前,5,有趣又好玩的手作，是個親子一同遊玩得好地方
Livia Chen,1 個月前,5,DIY 飛機推進器
相恩妤,1 個月前,1,紅燒牛腩跟小7的差不多，奶茶跟早餐店的喝起來也幾乎一樣。就這樣再附一疊小菜，要價290，用兩個字形容就是『大盤子』。
江Hank,1 個月前,5,
陳沛綺,1 個月前,5,DIY真有趣
辜宜菁,1 個月前,5,很好玩！
Anson Wu,1 個月前,5,很好玩
張敦閔,1 個月前,5,Diy很有趣
Lin Lin,1 個月前,5,人員親切，講解清楚，很難得的體驗！
江yk,1 個月前,5,"紙飛機推進器, 老師教學豐富, 生動活潑."
ting ting Lok,1 個月前,5,地方舒服，非常適合小朋友來，今天玩得非常開心
郭梓昊,1 個月前,5,
Suki Cheung,1 個月前,5,
Wong Samuel,1 個月前,5,很棒的親子好去處，手作老師都很有耐心，小朋友玩得好開心👍 …
may shing,1 個月前,5,很適合親子遊玩的地方，可以做手作待上一整天，服務人員都很親切，推薦👍 …
oscar si,1 個月前,5,
Bella chang,1 個月前,5,老師細心講解，很充實的活動
王彥凱,1 個月前,5,大風吹手作館，是個讓親子可學習體驗的好地方，天氣瓶是個很棒的自然課，紙飛機推進器增進小孩學習手指頭的靈活運用技巧
郭斐粧,1 個月前,5,大人小孩都超喜歡❤️
陳YoYo,1 個月前,5,手做集光瓶、紙飛機推進器有趣，工作人員親切、說明清楚👍
Li-Wen Chen,1 個月前,5,"今天做了集光瓶，噴砂杯子。
其他手作有時間限制。
作品很喜歡，自己做的也有質感。"
黃泳釧,1 個月前,5,"很有趣的手作館
操作兩樣就半天的行程
適合小學生"
Mike Chen,1 個月前,5,這是與孩子們一起度過一個下午的好地方。孩子們可以裝飾杯子、玻璃杯或燈具，或者製作紙飛機發射器；成年人可以加入或享受一杯咖啡。老師們都很好而且樂於助人。我們在這裡度過了愉快的時光。
lin lin,1 個月前,5,讓孩子動手做手作的好地方✌️
曾俐燕,1 個月前,5,飛機推進器！小男生都超愛，是很棒的地方🙂 …
Vicky Yang,1 個月前,5,紙飛機推進器很好玩，飛機可以飛很遠😆 …
SHARON CHENG,1 個月前,4,紙飛機推進器很好玩，小孩愛不釋手，順便可以用餐，咖哩雞排對低年級以下小孩來說有點微辣，紅燒牛腩非常少，吃起來空虛。飲料還不錯。
譚珮均,1 個月前,5,
Berlin Huang,1 個月前,4,"小朋友喜歡的diy
假日要先預約
夏天冷氣涼度不足"
陳貴忠,1 個月前,5,手作很好玩
葉淑芬,1 個月前,5,其實根本不知道有這麼一個地方 是一個計程車司機跟我們說的哈哈 剛好又離我們的民宿非常近 退房後馬上殺過來 體驗噴砂玻璃真的很好玩 雖然花了不少時間 但成品出來時成就感大爆發 真的很美❤️如果來宜蘭又不知道去哪裡的朋友們 很適合來大風吹玩玩 大概可以耗半天😂 …
MarianFaith半點心,1 個月前,5,店員超親切又有耐心，帶孩子們手作學知識的好地方👍 …
林靜,1 個月前,5,
賴佩君,1 個月前,5,很有趣，老師也很有趣認真教學
賴建男,1 個月前,5,"天氣瓶老師教學很仔細，課程很有趣活潑，
寓教於樂，很推薦小朋友來手作"
劉雨思,1 個月前,5,建議預留半日，很療癒的diy
Jomay SH,1 個月前,5,激起了媽媽的手作魂🤣🤣 …
李孟婷,1 個月前,5,噴砂杯子超好玩，自製獨一無二的杯子，飛機推進器男生超愛，超棒的手作體驗
陳家羚,1 個月前,5,解釋的相當清楚，不只教導施作步驟，還會告知原理，離開前還能推薦當地私房小吃及甜點，很舒服的地方
陳薇心,1 個月前,5,
蕭詩婷,1 個月前,5,"非常好玩 大人小孩都開心
手作噴砂杯
飛機推進器
超棒的 會想再來玩"
王孝文,1 個月前,5,這裡很棒，非常推薦帶孩子來體驗。
pa pa,1 個月前,5,
Aaliyah Huang,1 個月前,5,
陳宣榕,1 個月前,5,超級棒！
紀宏諭,1 個月前,3,大老遠來卻遇到包場…
李育霆,1 個月前,5,新奇又有趣，老師很有耐心的講解
CHIA LING TSAI,1 個月前,5,新奇又有趣，老師很有耐心的講解
LINTING HUANG,1 個月前,5,
Kuoyuan Hsu,1 個月前,5,好玩 大風吹  紙飛機
Alan Huang (Alan),1 個月前,5,DIY很有趣
chen jill,1 個月前,5,體驗製作天氣瓶及噴砂DIY超有趣好玩，老闆服務也超棒的！老師也很棒唷
鄭仲宏,2 個月前,5,DIY好玩又有趣，老師講解細心
楊怡珊,2 個月前,5,集光瓶好好玩好實用！紙飛機推進器小孩超愛！老師講解很用心！手把手的教！！！
許麗娜,2 個月前,5,
Peter,2 個月前,5,帶小孩玩玩還不錯，一份DIY約$400
顏佐宇,2 個月前,5,天氣瓶很有趣喔！
許慈軒,2 個月前,5,"特別的手作DIY,員工講解有趣清楚，很值得推薦的點。"
A_GA,2 個月前,5,很棒的DIY場所，寓教於樂的好地方。解說人員講解清楚，步驟仔細，跟著做都不會錯。下次再來體驗其他的DIY。
Benjamin Wang,2 個月前,4,
roya,2 個月前,5,好酷的天氣瓶
傅懷民,2 個月前,5,超酷的天氣瓶
黎宣,2 個月前,5,
Juchu Chen,2 個月前,5,第一次來體驗紙飛機的手作槍，很有趣，小朋友應該會喜歡玩。這比用手還要省力，老闆開發的很有創意。
陳小丞,2 個月前,5,環境好，
302 13 陳品丞,2 個月前,5,環境好，美食也好吃
thomas wei,2 個月前,5,紙飛機槍，小男生的最愛。
Eason Lin,2 個月前,5,
holdincourt (holdincourt),2 個月前,5,與孩子和成人一起度過美好的一天！
Ariel Su,2 個月前,5,紙飛機推進器很適合小朋友👍 …
Choon Boon Tok,2 個月前,5,非常有趣的兒童手工藝體驗。
jobanana c,2 個月前,5,很好玩！適合帶小朋友一起手作！
Tiffany Wei,2 個月前,5,好棒的推進器好好玩
丁偉龍,2 個月前,5,新奇好玩又特別！
范哲偉,2 個月前,5,非常適合小孩子DIY手作的地方
林老皮,2 個月前,5,是溜小孩的好去處，可以手作好多好玩的玩具~ 讚！
Cheryl,2 個月前,5,我們做飛機推進器。小孩玩得很開心。喜歡他們專心耐心學習的樣子。是個學習的好地方唷
Felyn Chia,2 個月前,5,小朋友做手工的好地方。我的男孩真的很喜歡它。他做了一把用來放紙飛機的木槍☺️
Frank Chu,2 個月前,5,與孩子們共度時光的好地方
敖鈺培,2 個月前,5,紙飛機發射器教學體驗超讚！分享超清楚，帶兩個幼稚園小孩，工作人員分享非常有耐心
林顯誠,2 個月前,5,紙飛機發射器超值的買！
林詠雪,2 個月前,5,很好玩，小孩很喜歡
江宥豌,2 個月前,5,大人小孩都適合的一個diy手作地點
Janelle Loh,2 個月前,5,
Jimmy Mooi,2 個月前,5,與孩子一起有趣的DIY
徐小西,2 個月前,5,超好玩的手作體驗。
戴彩宸,2 個月前,5,很棒的手作體驗，人員講解非常仔細，大推～
園泰-李家青,2 個月前,5,手作好好玩，大推！
Chia Ying Li,2 個月前,5,帶小孩來手作，好玩又有趣
Beeling Soh,2 個月前,5,老師對我的孩子很有耐心。她指導他們製作了紙飛機的槍。非常適合孩子們的活動，尤其是在炎熱的天氣裡。乾淨安靜的地方度過下午
Jason Wang,2 個月前,5,與我的孩子們進行家庭聚會以修理飛機槍
陳達宏,2 個月前,5,噴砂杯製作，紙飛機製作，小夜燈製作，環境清幽，教學老師細心認真
燕子,3 個月前,5,老少咸宜寓教於樂，是一個非常棒的休閒場所👍
林怡君,3 個月前,5,超棒的實作課程，過程中講解非常詳細。
羅育平,3 個月前,5,工作人員細心教導，做出來的做品也非常漂亮。
顏慧萍,3 個月前,5,"很舒適的親子景點，餐點不錯，用餐的地方還可以看到一片稻田，心情很放鬆！
手作集光瓶很漂亮，5歲也能輕鬆完成，紙飛機推進器也很有趣！很不錯的體驗！"
林丕倫,3 個月前,5,紙飛機好玩
Hsu Kevin,3 個月前,5,有趣的地方，孩子玩的很開心。
Vicky Wu,3 個月前,5,集光瓶、、天氣瓶還有厲害的飛機推進器⋯👍👍👍好玩 …
Arvin Liu,3 個月前,5,"服務人員親切
教學仔細
適合對DIY有興趣的小朋友"
郭文煌,3 個月前,5,值得全家一起來
林虹樺,3 個月前,5,店家態度都很親切，也會解說的非常詳細，大人小孩都可以玩得很開心🫶🫶🫶
飛Left,3 個月前,5,
HSU Ching-wei,3 個月前,5,👍👍 …
jack gold,3 個月前,5,
鍾家琪,3 個月前,5,👍👍👍👍 …
lilian p,3 個月前,5,今天做天氣瓶，帶點有趣的科學小實驗 ，成品也很美👍
Ondine xu,3 個月前,5,非常好玩 又專業
徐嘉翎,3 個月前,5,天氣瓶真的好美😍 …
Edward Lin,3 個月前,5,有手作可以玩，也有餐點可以吃，是個帶小孩不錯的地方。對面還有農場可以玩，兩邊可以安排一天輕鬆的行程，大人小孩都開心。
MAN HSIAO,3 個月前,5,來DIY做紙飛機，好玩喔。飛高高！
LANCHIH CHUANG,3 個月前,5,下雨天方案，diy好好玩，極光瓶連大人都覺得好療癒啊～～～
阿信（阿信 TV）,3 個月前,5,店內有DIY跟簡餐跟咖啡，可以先DIY結束後在喝喝飲料休息一下適合親子一起來體驗，可以激發孩子的想像力，父母累了可以在旁邊的用餐區休息聊天
蕭Elaine,3 個月前,5,小孩自己動手DIY 大人下午茶的好地方
莊晉閥,3 個月前,5,今天手作紙飛機推進器，老師很有耐心，中間會不時關心手作過程，是否遇到難題，是一間有溫度的手作工坊。下次還會再來作天氣瓶
Ling,3 個月前,5,講解詳細，很棒
全民小瑋,3 個月前,5,很好玩，很推薦
joe Chen,3 個月前,5,有趣好玩  講解很清楚
Summer Chen,3 個月前,5,DIY有趣，教學仔細
Mia Chen,3 個月前,5,教學仔細，說明非常清楚，環境維護也很棒，小朋友開心！
gordon Chang,3 個月前,4,環境舒適，有簡餐和親子手作，店員親切，噴砂瓶手作小朋友玩得很開心。
Grape Huang,3 個月前,5,非常好玩
Cynthia Tang,3 個月前,5,小朋友很喜歡
蔡玴彰,3 個月前,5,好看漂亮的天氣瓶，又可以在手作的時候吸收許多知識
梓鳳,3 個月前,5,非常好的體驗😊
Justin Chen,3 個月前,5,很棒的DIY手作體驗。
Shelly Kuo,4 個月前,5,很適合大大小小一起玩
Diesel Lee,4 個月前,5,好玩
王千惠,4 個月前,4,"老師講解清楚、細心
小朋友很開心，很適合親子一起來手作"
林江芳,4 個月前,5,有很多有趣的課程可以來體驗，大小朋友都適合，很有趣喔！
林志杰,4 個月前,5,講師專業又幽默，一步步帶領大家完成天氣瓶跟噴砂杯子。等待的時間，在外頭盪鞦韆，吹風很舒服
賴建達,4 個月前,5,優質好地方，老師耐心好又幽默，推👍 …
Huang Ada,4 個月前,5,天氣瓶教學很仔細👍
謝孟芽,4 個月前,5,很棒
Henry HSIEH,4 個月前,5,很溫馨，服務很好。
Lalashen,4 個月前,5,很美很值得
蔡育修,4 個月前,5,方便停車，小孩手作的好地方，一定要做紙飛機推進器，很特別的體驗。
Peggy Hsieh,4 個月前,5,帶小朋友來做飛機推進器，解說人員很有耐心！
Kenji lee,4 個月前,5,"舒服的環境 親切的手作講解 鬆餅可愛 但稍硬
前往的路稍小條 開車注意些即可"
Mochi lin,4 個月前,5,超好玩 東西也好吃 老闆很熱心 超推薦！
Lei YP,4 個月前,5,天氣瓶真的很棒很美，手做課程老師很專業很有耐心。推薦適合親子DIY的好地方
Mia Mia,4 個月前,5,"DIY課程內容多元，原本想做天氣瓶，但因材料有化學物質，加上課程內容較為艱深，小朋友需滿8歲比較適合。
最後選了飛機推進器。看似簡單的紙飛機，講師還是帶了很多理科理論在其中，不是單純的DIY親子景點體驗而已！
對很愛深究理論的媽媽，以及理科直男爸爸，6歲什麼都好奇的好男孩來說是個有趣、又有收穫的景點！

*課程有時間表，建議可以先電話詢問*"
謝欣玲,4 個月前,5,"可以喝飲料跟做diy,可以讓小孩打發時間"
Winnie Chu,4 個月前,5,大風吹很好玩。
So Winnie,4 個月前,5,得好玩
Miu Miu,4 個月前,5,好的
hw lin,4 個月前,5,DIY很有趣，很適合小朋友喔！
小誠,4 個月前,5,
Lily Lee,4 個月前,5,很好玩！推推
feng lee,4 個月前,5,有趣
法式焦糖千層佐抹茶拿鐵,4 個月前,5,👍 …
李亞荃,4 個月前,5,環靜好 適合親子同作
E joe,4 個月前,5,好玩
david wU,4 個月前,5,diy飛機發射器 超有趣
小姐珮君,4 個月前,5,DIY紙飛機很好玩
呂宜貞,4 個月前,5,好好玩
Joey Lin,4 個月前,5,人員善良 手做好玩 讚
李聿惠,4 個月前,5,
bakery hnn,4 個月前,5,手作紙飛機推進器，孩子玩得好開心，大推🧡
Cecily Yeh,4 個月前,5,好玩
高玉婷,4 個月前,5,
蔡漢言易,4 個月前,5,大風吹手作館 適合全家大小
梁恩禎,4 個月前,5,
Sophia Zhou,4 個月前,5,
周奇彥,4 個月前,5,
ANSON HUANG,4 個月前,5,今天做天氣瓶好看好玩~
邱雅玲,4 個月前,5,
黃淑真,4 個月前,5,DIY好玩
林子涵,4 個月前,5,漂亮的天氣瓶！老師很細心友善～～
郭佳臻,4 個月前,5,手作很有趣，孩子們玩得很開心！
"Liao, Chien-Yi",4 個月前,5,
郭景琳,4 個月前,5,
Vivian GAO,4 個月前,5,
Vivi Lin,4 個月前,5,
玉萍,4 個月前,5,小朋友超喜歡 服務人員很有耐心 大推喔😀 …
Chen Neil,4 個月前,5,"天氣瓶兼具娛樂與學習, 很適合大小朋友一起參與!"
韋樂&婉禎媽媽,4 個月前,5,寓教於樂，教學清楚，適合花一點時間參與，適合小學學生親子遊
Chia yuan Lee,4 個月前,5,感覺很好玩，很特別
書偉張,4 個月前,5,宜蘭一日遊
李小將,5 個月前,1,"週日跟朋友一行人去手作紙飛機推進器，男講師態度不佳，講話很不耐煩的感覺，回話語氣給人感覺相當自大，很糟糕的體驗，只是摸一下自己要組裝的材料就被嗆：先不要亂動，你還不會組裝，如果你這麼厲害我就不用教你了，你整台就都自己把他裝好。
之後對其他人講話也是，一不順他心就開始吼，到底在吼什麼看沒有"
Ivy Shen,5 個月前,1,週日去手作紙飛機推進器，一位手作男老師給人感覺非常沒耐心，只要有沒順著他步驟的動作出現，他就爆走，口氣不是很好，給人感覺不是很好
王妮可,5 個月前,5,"臨時找到的點來走走
裡面好可愛好適合拍照欣賞宜蘭風光
店家也好親切仔細介紹
每種DIY都有不同的場次時間
剛好去的時間不是我們想做的
就拍拍照離開了

等未來孩子長大點再來手作吧！"
林芳丞,5 個月前,5,很棒的親子DIY地點，還可以喝咖啡、下午茶☕️，推推👍👍 …
黃茂忠,5 個月前,5,
吳小珠,5 個月前,5,大風吹手作館，真的是一個寓教娛樂的景點，小孩玩的很開心😃每一樣作品，都值得收藏👍
蘇靖和,5 個月前,5,小朋友DIY的好地方
子琳林,5 個月前,5,專業自己親手做很有趣❤️
tse-lun huang,5 個月前,5,好玩
Darren Wu,5 個月前,5,有趣好玩的DIY
言言,5 個月前,5,
溫鳴鐘,5 個月前,5,DIY很棒
singkwok wong,5 個月前,5,東西很漂亮， 老師很細心講解
Maggie Wu,5 個月前,5,課堂很細心解說，小孩玩很開心👍 …
關瑛和,5 個月前,5,很棒的DIY體驗，實品也很精緻，講解有很仔細，很推薦過來體驗喔❤️
鄭育芬,5 個月前,5,
Paula Yeh,5 個月前,5,很適合帶小孩來DIY的地方，這次臨時決定來的，並沒有特別預約，可惜沒有趕上天氣瓶的製作，這樣才有再回訪的動力，期待下次再來❤️
昇洋吳,5 個月前,5,很有趣的DIY，小朋友開心
曾彩瑜,5 個月前,5,"真的不是我在說，老闆夫婦人真的超好，聊聊後發現，老闆真的投入了很多心力和時間在開發新的DIY，場內共有五種DIY，每一種都頗具創意，真的真的每一種都很想做，但有些活動有場次，人數滿了就不會再接，所以會建議預約，也有附設停車場，很方便，肚子餓的話旁邊則是下午茶區，會再推薦朋友過來
寓教於樂的好地方喔～"
李小馥,5 個月前,5,"有意思的diy,好玩"
鼎,5 個月前,5,"好玩、益智。

適合小朋友大人遊玩"
簡鈺紋,5 個月前,5,"第一次來這裡做天氣瓶
非常的新穎好玩
還能學習化學反應
下次還會想來^_^"
Audrey Pow,5 個月前,5,這是我們第二次來這裡，孩子們在這裡玩得很開心。我們做了一個夜燈和一個飛機射擊遊戲。絕對強烈推薦給有孩子的家庭。
黃莉芳,5 個月前,5,很讚的地方
郭澐蓁,5 個月前,5,專業
Aurora lin,5 個月前,5,大風吹好玩又有趣😍
黃珮娟,5 個月前,5,"第一次嘗試手作
商品很美麗很漂亮"
伊如陳,5 個月前,5,"非常值得親子來遊玩的好地方
講師很熱情，講解又清楚"
黃鈺閔,5 個月前,5,老師細心！專業
高薇筑,5 個月前,5,好玩的地方
郭致良,5 個月前,5,適合親子
hsu al,5 個月前,5,經過這次推進器的學習經驗，我學到了不少上課學不到的一些東西，也因此學會了更多紙飛機的摺法，以及這些摺法的原理
Yi Ting Lee,5 個月前,5,手做紙飛機好好玩！
