name,setTime,star,content
Allen Yang,3 週前,5,居高臨下的好景點
謝誼杰,1 個月前,5,等區間測速的好地點
珠珠,1 個月前,5,包場、機車牽上來拍張留念、景色超美超美、雨後的山林超美、空氣好聞超舒服。
郭維民,1 個月前,4,
李小狼,1 個月前,5,看風景就好，流浪貓身上很多寄生蟲最好不要靠近也不要餵食
謝明順,2 個月前,4,
Jing Tay Yang,4 個月前,5,
chia-chan kuo,4 個月前,5,山谷中的S形曲線
陳釧宇,4 個月前,4,行經台30可以中途休息的點
孟淵魏,5 個月前,4,風景很美
鄭小扁,6 個月前,5,朋友介紹的真的不錯
alan Yu,6 個月前,5,視野良好，有停車的地方，不錯！
YENNI SU,8 個月前,5,風景好美的觀景台，但路過時很容易被忽略，就過去了。
小伊（小伊）,10 個月前,5,
