name,setTime,star,content
黃薇臻,1 天前,5,就是個裝置藝術，反正來都來了照張相也挺好的
kevin Liu,1 週前,5,可以坐著看海👍
Oliver Ho,2 週前,5,七星潭賞星廣場旁邊的心型鞦韆，適合情侶和親子家庭合照
蔡麗月,3 週前,4,
leoleoi,1 個月前,5,
Anthony Liu,1 個月前,3,
.小芳芳,1 個月前,5,
shelby lung,2 個月前,4,"蠻可愛的曼波魚造型，
限重100kg，
一次只能一個人使用，
也無法盪高，
下面有鎖鐵鍊，
就坐著拍拍照而已~"
chia-chan kuo,4 個月前,5,很好拍照的點
