name,setTime,star,content
張香梅,23 小時前,5,好喜歡這邊的環境，帶家人一起來，真的是很好的地方，超級推薦給大家可以一起來玩，而且樣式很多很新奇！
陳米奇,23 小時前,5,東西精緻美麗
曉湘妃子,1 天前,5,氣氛很好，工作人員都很親切的介紹
羅鏵 Rowan,1 天前,5,員工很細心，品質不錯，有需要可以來
吳俊良,1 天前,5,店員服務很好
吳彥達,1 天前,5,很棒冷氣很舒服
吳勳,1 天前,5,燈光美氣氛佳
顏韻珊,1 天前,5,"透過網路查到的，優質鹽燈專賣店！
超棒的 裡面好美❤️"
Ting Hsiang Chou,1 週前,5,店內環境舒服，鹽燈樣式多元，服務人員親切。
Qian Lee,1 週前,5,訂購商品收到時間非常快速 包裝的也非常嚴實👍👍
郭友芳,1 週前,4,還不錯
K.S LIN,2 週前,5,來參觀八里左岸的鹽燈工場，琳瑯滿目的造型鹽燈相當有趣，店員也很親切，有空來八里可以逛逛😎 …
Kitty Kwan,2 週前,5,很漂亮🤩 …
Dannis Yeung,2 週前,5,燈都很漂亮，服務很好！
Lee Victoria,3 週前,5,下次我就來把你帶回家❤️
陳宇宣,3 週前,5,"鹽夢工場的鹽燈有別於一般傳統樣式
將許多各式元素融入鹽燈設計
發展出許多樣式的商品
讓鹽燈不再是鹽燈 👏👏👏
服務超好又專業 👍👍👍"
蘇太妹,3 週前,5,"買了一顆大鹽燈超美的
很推薦大家來❤️"
Niya Yang,3 週前,5,款式眾多 店員都很細心解說👍 …
林振雄,3 週前,5,來把家裡的所有鹽燈修正一下 變得更漂亮了❤️
許麗雪,3 週前,5,好喜歡這個地方！之前的鹽燈底座壞掉了，來這邊換一個變新的了❤️
黃文山,4 週前,5,超級美的地方，這次又買了三個鹽燈，好多選擇，推薦給大家
梨子綺,1 個月前,5,店員服務很好👍 …
吳芸涵,1 個月前,4,
霈霈,1 個月前,5,
Lisa Chen,1 個月前,5,再次造訪，鹽燈真美，推薦👍
Dada Lou,1 個月前,5,推薦，可以來逛逛買起來.
管政鴻,1 個月前,5,東西很優惠，店員介紹十分認真，下次會繼續光顧。
駱玉婷,1 個月前,5,"好棒的地方❤️
好喜歡來這邊！
來過好多次嚕 第一次給評價
超棒👍 …"
陳敏聰,1 個月前,5,真是個好地方，那就太酷了！！！！
蔡維玲,1 個月前,5,"服務很好,很優質的服務,是很棒的專門店面"
San Lin,1 個月前,5,鹽燈讓人心情放鬆，也是一個超棒的地方，服務也非常專業呦😊 …
陳炳坤,1 個月前,5,"超喜歡這裡的環境，因為這裡真的讓人超級放鬆！
而且整個超級放鬆，非常舒壓👍 …"
