name,setTime,star,content
Yu-Chuan Shih,4 個月前,5,讓人想起《哈利波特》的騎士公車，還有幾米的月亮公車。
張爵,10 個月前,4,"南科之星GO!GO!GO!
Go！Go！Go上車了！準備探索孕育未來科技的祕密基地了嗎？請繫好安全帶，開往明日世界的南科之星！
準備探索孕育未來科技的秘密基地了嗎?
請繫好安全帶，開往明日世界的南科之星！"
0.24,11 個月前,3,很大 坦白說東西不多哦
Hsiao Wen Shan,1 年前,4,
林永利,1 年前,5,
I CHUAN HO,2 年前,4,創意十足的地下停車場入口 搭襯鳳凰花盛開 很好拍
劉家富,2 年前,3,
郭鍋糖,3 年前,4,總是讓人差身而過的景點
林米娜,3 年前,4,位於南科park17商場旁邊，是南科隱藏特色富有想像力的造型藝術，往下走是地下停車場。
Jimmy Huang,4 年前,2,
廖振凱,4 年前,3,商場，誰會來啊
陳冠樺,6 年前,5,"很有創意,而且拍攝的很好!"
