name,google_url
花蓮鐵道文化園區,https://www.google.com/maps/place/%E8%8A%B1%E8%93%AE%E9%90%B5%E9%81%93%E6%96%87%E5%8C%96%E5%9C%92%E5%8D%80/data=!4m7!3m6!1s0x34689f70d1b312e7:0xa16e7694f058ab27!8m2!3d23.9746392!4d121.6105358!16s%2Fg%2F11c3v_w03m!19sChIJ5xKz0XCfaDQRJ6tY8JR2bqE?authuser=0&hl=zh-TW&rclk=1
台北霞海城隍廟,https://www.google.com/maps/place/%E5%8F%B0%E5%8C%97%E9%9C%9E%E6%B5%B7%E5%9F%8E%E9%9A%8D%E5%BB%9F/data=!4m7!3m6!1s0x3442a9147253c4e7:0x696d3ec54fe173d2!8m2!3d25.0556493!4d121.5101441!16s%2Fg%2F11x7vx8qn!19sChIJ58RTchSpQjQR0nPhT8U-bWk?authuser=0&hl=zh-TW&rclk=1
豐漁橋船影,https://www.google.com/maps/place/%E8%B1%90%E6%BC%81%E6%A9%8B%E8%88%B9%E5%BD%B1/data=!4m7!3m6!1s0x3471e184e9c81d91:0xc3f0a61ca5a03ce8!8m2!3d22.4644426!4d120.4457257!16s%2Fg%2F1vxw6088!19sChIJkR3I6YThcTQR6DygpRym8MM?authuser=0&hl=zh-TW&rclk=1
風禾公園,https://www.google.com/maps/place/%E9%A2%A8%E7%A6%BE%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x34681f0961d89e8d:0xbb5d2a426e7c3600!8m2!3d25.0016072!4d121.2912472!16s%2Fg%2F11cr_dbbby!19sChIJjZ7YYQkfaDQRADZ8bkIqXbs?authuser=0&hl=zh-TW&rclk=1
冷泉坑,https://www.google.com/maps/place/%E5%86%B7%E6%B3%89%E5%9D%91/data=!4m7!3m6!1s0x346833c6731ab117:0xe5cd3ff7e9a0aa0f!8m2!3d24.8972121!4d120.9699266!16s%2Fg%2F11cp6j_jyt!19sChIJF7Eac8YzaDQRD6qg6fc_zeU?authuser=0&hl=zh-TW&rclk=1
翡翠谷深潭,https://www.google.com/maps/place/%E7%BF%A1%E7%BF%A0%E8%B0%B7%E6%B7%B1%E6%BD%AD/data=!4m7!3m6!1s0x3468989b38082773:0xb280cb64d87c8827!8m2!3d23.9718173!4d121.4981591!16s%2Fg%2F11dym9b47v!19sChIJcycIOJuYaDQRJ4h82GTLgLI?authuser=0&hl=zh-TW&rclk=1
嶺腳觀景台,https://www.google.com/maps/place/%E5%B6%BA%E8%85%B3%E8%A7%80%E6%99%AF%E5%8F%B0/data=!4m7!3m6!1s0x345d51348630a979:0xfb78c1549c7c7021!8m2!3d25.027953!4d121.747395!16s%2Fg%2F11y25dpl_!19sChIJeakwhjRRXTQRIXB8nFTBePs?authuser=0&hl=zh-TW&rclk=1
好美里3D彩繪村,https://www.google.com/maps/place/%E5%A5%BD%E7%BE%8E%E9%87%8C3D%E5%BD%A9%E7%B9%AA%E6%9D%91/data=!4m7!3m6!1s0x346c29ed42b4e0f5:0xe8631defe690ed3f!8m2!3d23.3384666!4d120.1377655!16s%2Fg%2F11bzbm1w7m!19sChIJ9eC0Qu0pbDQRP-2Q5u8dY-g?authuser=0&hl=zh-TW&rclk=1
大稻埕辜宅,https://www.google.com/maps/place/%E5%A4%A7%E7%A8%BB%E5%9F%95%E8%BE%9C%E5%AE%85/data=!4m7!3m6!1s0x3442a915d5ee71eb:0xffd215b178b36bd!8m2!3d25.058753!4d121.5088228!16s%2Fg%2F155pg2zn!19sChIJ63Hu1RWpQjQRvTaLF1sh_Q8?authuser=0&hl=zh-TW&rclk=1
中泰里迷你彩繪巷,https://www.google.com/maps/place/%E4%B8%AD%E6%B3%B0%E9%87%8C%E8%BF%B7%E4%BD%A0%E5%BD%A9%E7%B9%AA%E5%B7%B7/data=!4m7!3m6!1s0x3442a87961cc579f:0xd778aa96c3b34b7e!8m2!3d25.0461251!4d121.4512813!16s%2Fg%2F11g8y_1fv4!19sChIJn1fMYXmoQjQRfkuzw5aqeNc?authuser=0&hl=zh-TW&rclk=1
太麻里平交道,https://www.google.com/maps/place/%E5%A4%AA%E9%BA%BB%E9%87%8C%E5%B9%B3%E4%BA%A4%E9%81%93/data=!4m7!3m6!1s0x346fcebec26d0ff1:0xa5b84080c0f0b209!8m2!3d22.6214158!4d121.0067576!16s%2Fg%2F11gh2vncgy!19sChIJ8Q9twr7ObzQRCbLwwIBAuKU?authuser=0&hl=zh-TW&rclk=1
營盤坑古道,https://www.google.com/maps/place/%E7%87%9F%E7%9B%A4%E5%9D%91%E5%8F%A4%E9%81%93/data=!4m7!3m6!1s0x3442a061aaaaaaab:0x173e752d9f73b1ca!8m2!3d25.0626407!4d121.2983698!16s%2Fg%2F11c75_75_6!19sChIJq6qqqmGgQjQRyrFzny11Phc?authuser=0&hl=zh-TW&rclk=1
白河萬里長城,https://www.google.com/maps/place/%E7%99%BD%E6%B2%B3%E8%90%AC%E9%87%8C%E9%95%B7%E5%9F%8E/data=!4m7!3m6!1s0x346e8de85b844ddb:0x8c430bff439e42ce!8m2!3d23.319571!4d120.4468999!16s%2Fg%2F11ghv5vtfh!19sChIJ202EW-iNbjQRzkKeQ_8LQ4w?authuser=0&hl=zh-TW&rclk=1
瑞井步道,https://www.google.com/maps/place/%E7%91%9E%E4%BA%95%E6%AD%A5%E9%81%93/data=!4m7!3m6!1s0x34693fc826a307ff:0xc54306c44c435ee5!8m2!3d24.1678681!4d120.5643219!16s%2Fg%2F11ggs3v9ql!19sChIJ_wejJsg_aTQR5V5DTMQGQ8U?authuser=0&hl=zh-TW&rclk=1
光明公園,https://www.google.com/maps/place/%E5%85%89%E6%98%8E%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x346823ccab27624d:0x8feb251df64fb200!8m2!3d24.9634728!4d121.2160809!16s%2Fg%2F12hl__76z!19sChIJTWInq8wjaDQRALJP9h0l648?authuser=0&hl=zh-TW&rclk=1
鹿港老街,https://www.google.com/maps/place/%E9%B9%BF%E6%B8%AF%E8%80%81%E8%A1%97/data=!4m7!3m6!1s0x346945d606379d6d:0x6edfce4fc6a12655!8m2!3d24.056301!4d120.4325817!16s%2Fg%2F11fd75cfps!19sChIJbZ03BtZFaTQRVSahxk_O324?authuser=0&hl=zh-TW&rclk=1
山風二號吊橋,https://www.google.com/maps/place/%E5%B1%B1%E9%A2%A8%E4%BA%8C%E8%99%9F%E5%90%8A%E6%A9%8B/data=!4m7!3m6!1s0x346f150f0b6ea117:0xb6b085a58373efb4!8m2!3d23.3294797!4d121.2251488!16s%2Fg%2F11c2ps5glw!19sChIJF6FuCw8VbzQRtO9zg6WFsLY?authuser=0&hl=zh-TW&rclk=1
西盛老街,https://www.google.com/maps/place/%E8%A5%BF%E7%9B%9B%E8%80%81%E8%A1%97/data=!4m7!3m6!1s0x346e23a279fead8f:0x575243725f593370!8m2!3d22.5898578!4d120.596636!16s%2Fg%2F11ddxgdwfj!19sChIJj63-eaIjbjQRcDNZX3JDUlc?authuser=0&hl=zh-TW&rclk=1
高雄時空之城,https://www.google.com/maps/place/%E9%AB%98%E9%9B%84%E6%99%82%E7%A9%BA%E4%B9%8B%E5%9F%8E/data=!4m7!3m6!1s0x346e0373c06546bf:0x1bdefd7d4448094f!8m2!3d22.5980928!4d120.3047964!16s%2Fg%2F11g6xs8szz!19sChIJv0ZlwHMDbjQRTwlIRH393hs?authuser=0&hl=zh-TW&rclk=1
板橋區崑崙公園,https://www.google.com/maps/place/%E6%9D%BF%E6%A9%8B%E5%8D%80%E5%B4%91%E5%B4%99%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x34681d38b86a5f03:0xc91f97f98d50f239!8m2!3d24.993248!4d121.4290795!16s%2Fg%2F1tzlwpk1!19sChIJA19quDgdaDQROfJQjfmXH8k?authuser=0&hl=zh-TW&rclk=1
文家果園,https://www.google.com/maps/place/%E6%96%87%E5%AE%B6%E6%9E%9C%E5%9C%92/data=!4m7!3m6!1s0x346e575dfc338e65:0xdbb63cf994735699!8m2!3d23.0627446!4d120.7181076!16s%2Fg%2F11btvg8pzj!19sChIJZY4z_F1XbjQRmVZzlPk8tts?authuser=0&hl=zh-TW&rclk=1
台灣之門鹿耳門,https://www.google.com/maps/place/%E5%8F%B0%E7%81%A3%E4%B9%8B%E9%96%80%E9%B9%BF%E8%80%B3%E9%96%80/data=!4m7!3m6!1s0x346dd8f61ce1103d:0x1c95e6487dfdc4d8!8m2!3d23.0370761!4d120.1214125!16s%2Fg%2F11dxbn4gb_!19sChIJPRDhHPbYbTQR2MT9fUjmlRw?authuser=0&hl=zh-TW&rclk=1
崇德海灘,https://www.google.com/maps/place/%E5%B4%87%E5%BE%B7%E6%B5%B7%E7%81%98/data=!4m7!3m6!1s0x3466290b6f54dac9:0x3a4cbf523400adb4!8m2!3d24.1928905!4d121.6628728!16s%2Fg%2F11gh9p6frs!19sChIJydpUbwspZjQRtK0ANFK_TDo?authuser=0&hl=zh-TW&rclk=1
淨水池區 (山上花園水道博物館),https://www.google.com/maps/place/%E6%B7%A8%E6%B0%B4%E6%B1%A0%E5%8D%80+%28%E5%B1%B1%E4%B8%8A%E8%8A%B1%E5%9C%92%E6%B0%B4%E9%81%93%E5%8D%9A%E7%89%A9%E9%A4%A8%29/data=!4m7!3m6!1s0x346e64c4f73e4a0d:0xe1c7e4623bb89843!8m2!3d23.0865241!4d120.3605119!16s%2Fg%2F1tnqdr1h!19sChIJDUo-98RkbjQRQ5i4O2Lkx-E?authuser=0&hl=zh-TW&rclk=1
木棉花道,https://www.google.com/maps/place/%E6%9C%A8%E6%A3%89%E8%8A%B1%E9%81%93/data=!4m7!3m6!1s0x346e73abde4dbfbb:0xcf91410dabc79582!8m2!3d22.92238!4d120.291849!16s%2Fg%2F11c0tb9xgg!19sChIJu79N3qtzbjQRgpXHqw1Bkc8?authuser=0&hl=zh-TW&rclk=1
Dali Art Plaze國際藝術村,https://www.google.com/maps/place/Dali+Art+Plaze%E5%9C%8B%E9%9A%9B%E8%97%9D%E8%A1%93%E6%9D%91/data=!4m7!3m6!1s0x34693cbcaaa25a4d:0x7ba6b1cec91f2066!8m2!3d24.0848063!4d120.6961343!16s%2Fg%2F11f03lyxfh!19sChIJTVqiqrw8aTQRZiAfyc6xpns?authuser=0&hl=zh-TW&rclk=1
雲天廣場水舞台,https://www.google.com/maps/place/%E9%9B%B2%E5%A4%A9%E5%BB%A3%E5%A0%B4%E6%B0%B4%E8%88%9E%E5%8F%B0/data=!4m7!3m6!1s0x346e7758cf17518d:0x3be7a50f3abc3769!8m2!3d23.0575416!4d120.234552!16s%2Fg%2F11g691kn3l!19sChIJjVEXz1h3bjQRaTe8Og-l5zs?authuser=0&hl=zh-TW&rclk=1
白石瀑布,https://www.google.com/maps/place/%E7%99%BD%E7%9F%B3%E7%80%91%E5%B8%83/data=!4m7!3m6!1s0x346869579d435371:0x8b91e21512f23a4f!8m2!3d24.5946617!4d121.2507711!16s%2Fg%2F11t7k_rhpg!19sChIJcVNDnVdpaDQRTzryEhXikYs?authuser=0&hl=zh-TW&rclk=1
黃卓彬洋樓,https://www.google.com/maps/place/%E9%BB%83%E5%8D%93%E5%BD%AC%E6%B4%8B%E6%A8%93/data=!4m7!3m6!1s0x3414bb479f5ac52f:0xc32a48ff6c18a5b2!8m2!3d24.4862078!4d118.4148917!16s%2Fg%2F1q62k_ytj!19sChIJL8Van0e7FDQRsqUYbP9IKsM?authuser=0&hl=zh-TW&rclk=1
羅山泥火山,https://www.google.com/maps/place/%E7%BE%85%E5%B1%B1%E6%B3%A5%E7%81%AB%E5%B1%B1/data=!4m7!3m6!1s0x346f6d685d5f4e9d:0x66e04c724f463714!8m2!3d23.1865673!4d121.2871755!16s%2Fg%2F11xbgjmsf!19sChIJnU5fXWhtbzQRFDdGT3JM4GY?authuser=0&hl=zh-TW&rclk=1
好田森林,https://www.google.com/maps/place/%E5%A5%BD%E7%94%B0%E6%A3%AE%E6%9E%97/data=!4m7!3m6!1s0x34693539813a18f3:0x63072e903a39bb54!8m2!3d23.8952503!4d120.5354704!16s%2Fg%2F11t631lwt_!19sChIJ8xg6gTk1aTQRVLs5OpAuB2M?authuser=0&hl=zh-TW&rclk=1
來稻侏羅紀,https://www.google.com/maps/place/%E4%BE%86%E7%A8%BB%E4%BE%8F%E7%BE%85%E7%B4%80/data=!4m7!3m6!1s0x346f6d5cec1c18b5:0x2836b83fad1cf13c!8m2!3d23.206066!4d121.2727577!16s%2Fg%2F11rqzb2bzk!19sChIJtRgc7FxtbzQRPPEcrT-4Nig?authuser=0&hl=zh-TW&rclk=1
邱比準 Cupishoot 射擊博物館,https://www.google.com/maps/place/%E9%82%B1%E6%AF%94%E6%BA%96+Cupishoot+%E5%B0%84%E6%93%8A%E5%8D%9A%E7%89%A9%E9%A4%A8/data=!4m7!3m6!1s0x3467e75e7d75ea35:0x19a990d79b28cf53!8m2!3d24.6606545!4d121.7832666!16s%2Fg%2F11gzs7rqhp!19sChIJNep1fV7nZzQRU88om9eQqRk?authuser=0&hl=zh-TW&rclk=1
菱潭街興創基地,https://www.google.com/maps/place/%E8%8F%B1%E6%BD%AD%E8%A1%97%E8%88%88%E5%89%B5%E5%9F%BA%E5%9C%B0/data=!4m7!3m6!1s0x34683ce33449f705:0xf525b5b92e18f6f6!8m2!3d24.8647945!4d121.2125947!16s%2Fg%2F1tmg94sm!19sChIJBfdJNOM8aDQR9vYYLrm1JfU?authuser=0&hl=zh-TW&rclk=1
南投縣自然史教育館,https://www.google.com/maps/place/%E5%8D%97%E6%8A%95%E7%B8%A3%E8%87%AA%E7%84%B6%E5%8F%B2%E6%95%99%E8%82%B2%E9%A4%A8/data=!4m7!3m6!1s0x3468c253191392c1:0x6299ac2cee1503f!8m2!3d24.0210538!4d121.1341913!16s%2Fg%2F1tdbthfx!19sChIJwZITGVPCaDQRP1DhzsKaKQY?authuser=0&hl=zh-TW&rclk=1
嘉義公園,https://www.google.com/maps/place/%E5%98%89%E7%BE%A9%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x346e95b35f149fc3:0xd011b9aa176bf28f!8m2!3d23.4833299!4d120.4652307!16s%2Fm%2F0k5pr8r!19sChIJw58UX7OVbjQRj_JrF6q5EdA?authuser=0&hl=zh-TW&rclk=1
南投縣政府文化局藝術家資料館,https://www.google.com/maps/place/%E5%8D%97%E6%8A%95%E7%B8%A3%E6%94%BF%E5%BA%9C%E6%96%87%E5%8C%96%E5%B1%80%E8%97%9D%E8%A1%93%E5%AE%B6%E8%B3%87%E6%96%99%E9%A4%A8/data=!4m7!3m6!1s0x3469318bc119d6c3:0xa109e3adafb11d85!8m2!3d23.9094344!4d120.6842896!16s%2Fg%2F1pzylst_0!19sChIJw9YZwYsxaTQRhR2xr63jCaE?authuser=0&hl=zh-TW&rclk=1
落羽松莊園,https://www.google.com/maps/place/%E8%90%BD%E7%BE%BD%E6%9D%BE%E8%8E%8A%E5%9C%92/data=!4m7!3m6!1s0x34684df7cfb04c0b:0x9e70a492b214916e!8m2!3d24.6236829!4d120.9597993!16s%2Fg%2F11h1rs1kzc!19sChIJC0ywz_dNaDQRbpEUspKkcJ4?authuser=0&hl=zh-TW&rclk=1
外埔忘憂谷,https://www.google.com/maps/place/%E5%A4%96%E5%9F%94%E5%BF%98%E6%86%82%E8%B0%B7/data=!4m7!3m6!1s0x346911bc95e9da81:0x59e62cba26b55828!8m2!3d24.3084241!4d120.6464593!16s%2Fg%2F11b_25z3f0!19sChIJgdrplbwRaTQRKFi1Jros5lk?authuser=0&hl=zh-TW&rclk=1
坪林瀑布,https://www.google.com/maps/place/%E5%9D%AA%E6%9E%97%E7%80%91%E5%B8%83/data=!4m7!3m6!1s0x346902677106b5a5:0xe431af265c828a44!8m2!3d24.341365!4d120.8737818!16s%2Fg%2F11g6s7t_x6!19sChIJpbUGcWcCaTQRRIqCXCavMeQ?authuser=0&hl=zh-TW&rclk=1
搖搖洛克馬,https://www.google.com/maps/place/%E6%90%96%E6%90%96%E6%B4%9B%E5%85%8B%E9%A6%AC/data=!4m7!3m6!1s0x3467e1b563f70ccb:0x7d7cda5d4697e685!8m2!3d24.6678803!4d121.6511359!16s%2Fg%2F11b7wn3gwk!19sChIJywz3Y7XhZzQRheaXRl3afH0?authuser=0&hl=zh-TW&rclk=1
安平古堡,https://www.google.com/maps/place/%E5%AE%89%E5%B9%B3%E5%8F%A4%E5%A0%A1/data=!4m7!3m6!1s0x346e767378e3e467:0x9b1e15dd6ac9adf1!8m2!3d23.0015093!4d120.1606244!16zL20vMDMyZHg5!19sChIJZ-TjeHN2bjQR8a3Jat0VHps?authuser=0&hl=zh-TW&rclk=1
新屋綠色走廊 漂流木公園,https://www.google.com/maps/place/%E6%96%B0%E5%B1%8B%E7%B6%A0%E8%89%B2%E8%B5%B0%E5%BB%8A+%E6%BC%82%E6%B5%81%E6%9C%A8%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x346832020a77d7c9:0x401959eec9ef18ca!8m2!3d24.9414399!4d120.9876318!16s%2Fg%2F11bzt_v1k5!19sChIJydd3CgIyaDQRyhjvye5ZGUA?authuser=0&hl=zh-TW&rclk=1
