words,tfidf,pos,freq
車軌,1.0965234846513299,Na,3
拍照,0.8738929226746404,VB,2
朝聖,0.6016625996187501,VA,1
新店,0.4312968002538629,Nc,1
腳步,0.4312968002538629,Na,1
夕陽,0.4007439788583134,Na,1
螞蟻,0.3991513892411547,Na,1
耶穌,0.3779644730092272,Nb,1
黃昏,0.35053638442907115,Nd,1
夜景,0.35053638442907115,Na,1
攝影課,0.35053638442907115,Na,1
邊坡,0.35053638442907115,Na,1
